Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02
Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0,0,0,0.02
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0,0.01,0,0,0.02
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02
I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0,0,0,0.02
Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.02
Dance! It's Your Stage,Wii,N/A,Misc,DTP Entertainment,0,0.01,0,0,0.02
GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02
Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,0.02,0,0.02
Truck Racer,Wii,2009,Racing,Nordic Games,0,0.01,0,0,0.02
Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01
Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
Super PickUps,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01
SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
We Sing 80s,Wii,2012,Misc,Nordic Games,0,0.01,0,0,0.01
Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01
Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01
Family Jockey,Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01
Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0,0.01
The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0,0,0.01
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,0.01,0,0,0.01
Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01
Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01
Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01
Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01
th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01
The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01
Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01
Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01
Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008,Racing,Takara Tomy,0,0,0.01,0,0.01
Fit & Fun,Wii,2011,Sports,Unknown,0,0.01,0,0,0.01
